"","mesoregion","year","agec","j12_j18","ach.noj","all.deaths","coverage3","hdi.mesoregion.2010"
"630",1505,2008,1,12,29,54,0,0.601584196190568
"631",1505,2008,2,1,5,9,0,0.601584196190568
"632",1505,2008,3,3,12,20,0,0.601584196190568
"634",1505,2009,1,5,24,37,0,0.601584196190568
"635",1505,2009,2,2,13,17,0,0.601584196190568
"636",1505,2009,3,2,10,19,0,0.601584196190568
"638",1505,2010,1,10,26,60,0,0.601584196190568
"639",1505,2010,2,5,17,28,0,0.601584196190568
"640",1505,2010,3,0,20,31,0,0.601584196190568
"641",1505,2011,3,2,18,26,49.3681180051374,0.601584196190568
"642",1505,2011,2,4,10,18,49.3681180051374,0.601584196190568
"644",1505,2011,1,10,25,44,49.3681180051374,0.601584196190568
"645",1505,2012,3,3,8,13,83.4994819367033,0.601584196190568
"647",1505,2012,1,7,22,42,83.4994819367033,0.601584196190568
"648",1505,2012,2,2,8,11,83.4994819367033,0.601584196190568
"649",1505,2013,3,1,7,11,91.6975279794504,0.601584196190568
"650",1505,2013,1,10,22,38,91.6975279794504,0.601584196190568
"651",1505,2013,2,1,10,14,91.6975279794504,0.601584196190568
"654",1505,2014,2,1,6,13,76.2115732855135,0.601584196190568
"655",1505,2014,3,2,7,10,76.2115732855135,0.601584196190568
"656",1505,2014,1,7,33,49,76.2115732855135,0.601584196190568
"658",1505,2015,3,3,8,14,81.492978432608,0.601584196190568
"659",1505,2015,2,4,17,23,81.492978432608,0.601584196190568
"660",1505,2015,1,6,16,25,81.492978432608,0.601584196190568
"662",1506,2005,1,33,172,254,0,0.628233153965383
"663",1506,2005,2,16,50,88,0,0.628233153965383
"664",1506,2005,3,7,58,78,0,0.628233153965383
"666",1506,2006,1,37,128,202,0,0.628233153965383
"667",1506,2006,2,15,45,78,0,0.628233153965383
"668",1506,2006,3,4,49,66,0,0.628233153965383
"670",1506,2007,1,41,121,204,0,0.628233153965383
"671",1506,2007,2,8,37,53,0,0.628233153965383
"672",1506,2007,3,6,65,89,0,0.628233153965383
"674",1506,2008,1,25,127,176,0,0.628233153965383
"675",1506,2008,2,10,23,63,0,0.628233153965383
"676",1506,2008,3,5,61,76,0,0.628233153965383
"678",1506,2009,1,23,105,165,0,0.628233153965383
"679",1506,2009,2,5,41,56,0,0.628233153965383
"680",1506,2009,3,6,44,74,0,0.628233153965383
"682",1506,2010,1,19,92,140,0,0.628233153965383
"683",1506,2010,2,9,32,57,0,0.628233153965383
"684",1506,2010,3,6,39,58,0,0.628233153965383
"685",1506,2011,1,12,85,117,46.5118955992881,0.628233153965383
"686",1506,2011,3,6,38,55,46.5118955992881,0.628233153965383
"688",1506,2011,2,11,23,43,46.5118955992881,0.628233153965383
"689",1506,2012,1,15,64,113,79.528577847501,0.628233153965383
"691",1506,2012,2,6,24,36,79.528577847501,0.628233153965383
"692",1506,2012,3,6,42,63,79.528577847501,0.628233153965383
"693",1506,2013,2,8,26,44,85.5689816186147,0.628233153965383
"695",1506,2013,1,28,74,137,85.5689816186147,0.628233153965383
"696",1506,2013,3,5,47,66,85.5689816186147,0.628233153965383
"697",1506,2014,1,10,64,101,64.3832231501636,0.628233153965383
"699",1506,2014,2,7,15,30,64.3832231501636,0.628233153965383
"700",1506,2014,3,6,36,53,64.3832231501636,0.628233153965383
"702",1506,2015,2,2,23,32,65.4265493672684,0.628233153965383
"703",1506,2015,3,1,30,38,65.4265493672684,0.628233153965383
"704",1506,2015,1,11,73,108,65.4265493672684,0.628233153965383
"706",1601,2005,1,2,3,6,0,0.634073576202293
"707",1601,2005,3,0,3,3,0,0.634073576202293
"709",1601,2006,1,0,2,2,0,0.634073576202293
"711",1601,2007,1,0,0,1,0,0.634073576202293
"712",1601,2007,3,2,1,3,0,0.634073576202293
"714",1601,2008,1,1,4,5,0,0.634073576202293
"715",1601,2008,2,0,1,1,0,0.634073576202293
"716",1601,2008,3,0,2,2,0,0.634073576202293
"718",1601,2009,1,1,5,7,0,0.634073576202293
"719",1601,2009,3,0,1,1,0,0.634073576202293
"721",1601,2010,1,2,5,8,0,0.634073576202293
"722",1601,2010,2,0,1,1,0,0.634073576202293
"723",1601,2010,3,0,2,4,0,0.634073576202293
"724",1601,2011,1,2,3,6,62.0722281425548,0.634073576202293
"726",1601,2011,2,0,4,4,62.0722281425548,0.634073576202293
"727",1601,2011,3,1,4,5,62.0722281425548,0.634073576202293
"728",1601,2012,2,0,2,2,85.2677937795911,0.634073576202293
"729",1601,2012,3,2,1,3,85.2677937795911,0.634073576202293
"731",1601,2012,1,2,1,3,85.2677937795911,0.634073576202293
"733",1601,2013,2,0,0,2,77.9340597074003,0.634073576202293
"734",1601,2013,1,0,4,8,77.9340597074003,0.634073576202293
"735",1601,2013,3,0,2,3,77.9340597074003,0.634073576202293
"736",1601,2014,1,3,3,7,64.1611140712774,0.634073576202293
"737",1601,2014,3,0,2,3,64.1611140712774,0.634073576202293
"739",1601,2014,2,0,4,4,64.1611140712774,0.634073576202293
"740",1601,2015,2,0,2,3,52.8284753451977,0.634073576202293
"741",1601,2015,1,0,6,6,52.8284753451977,0.634073576202293
"742",1601,2015,3,1,2,4,52.8284753451977,0.634073576202293
"745",1602,2005,1,3,10,17,0,0.708174595476992
"746",1602,2005,2,1,16,18,0,0.708174595476992
"747",1602,2005,3,2,13,17,0,0.708174595476992
"749",1602,2006,1,2,8,14,0,0.708174595476992
"750",1602,2006,2,0,8,8,0,0.708174595476992
"751",1602,2006,3,2,18,23,0,0.708174595476992
"753",1602,2007,1,0,15,19,0,0.708174595476992
"754",1602,2007,2,0,8,11,0,0.708174595476992
"755",1602,2007,3,1,10,14,0,0.708174595476992
"757",1602,2008,1,18,22,51,0,0.708174595476992
"758",1602,2008,2,1,16,20,0,0.708174595476992
"759",1602,2008,3,3,13,20,0,0.708174595476992
"761",1602,2009,1,10,27,48,0,0.708174595476992
"762",1602,2009,2,3,14,20,0,0.708174595476992
"763",1602,2009,3,4,19,31,0,0.708174595476992
"765",1602,2010,1,8,25,46,0,0.708174595476992
"766",1602,2010,2,4,12,18,0,0.708174595476992
"767",1602,2010,3,1,16,22,0,0.708174595476992
"768",1602,2011,3,6,24,38,63.3998791178018,0.708174595476992
"769",1602,2011,2,1,15,18,63.3998791178018,0.708174595476992
"770",1602,2011,1,7,26,42,63.3998791178018,0.708174595476992
"772",1602,2012,3,6,13,21,76.7139136653302,0.708174595476992
"773",1602,2012,1,11,23,45,76.7139136653302,0.708174595476992
"774",1602,2012,2,2,8,12,76.7139136653302,0.708174595476992
"776",1602,2013,3,4,17,24,78.8825093882123,0.708174595476992
"778",1602,2013,1,10,18,42,78.8825093882123,0.708174595476992
"779",1602,2013,2,6,9,18,78.8825093882123,0.708174595476992
"781",1602,2014,2,7,22,32,68.3709540117617,0.708174595476992
"782",1602,2014,3,8,18,29,68.3709540117617,0.708174595476992
"783",1602,2014,1,15,31,60,68.3709540117617,0.708174595476992
"784",1602,2015,1,14,29,50,70.6749010771343,0.708174595476992
"786",1602,2015,3,5,16,21,70.6749010771343,0.708174595476992
"787",1602,2015,2,1,9,12,70.6749010771343,0.708174595476992
"789",1701,2005,1,19,40,81,0,0.684341852208701
"790",1701,2005,2,4,23,39,0,0.684341852208701
"791",1701,2005,3,1,20,29,0,0.684341852208701
"793",1701,2006,1,15,48,88,0,0.684341852208701
"794",1701,2006,2,4,19,28,0,0.684341852208701
"795",1701,2006,3,2,17,27,0,0.684341852208701
"797",1701,2007,1,16,43,84,0,0.684341852208701
"798",1701,2007,2,3,18,31,0,0.684341852208701
"799",1701,2007,3,5,32,46,0,0.684341852208701
"801",1701,2008,1,9,41,69,0,0.684341852208701
"802",1701,2008,2,3,16,31,0,0.684341852208701
"803",1701,2008,3,2,21,30,0,0.684341852208701
"805",1701,2009,1,11,31,59,0,0.684341852208701
"806",1701,2009,2,3,13,20,0,0.684341852208701
"807",1701,2009,3,5,16,27,0,0.684341852208701
"809",1701,2010,1,14,33,72,0,0.684341852208701
"810",1701,2010,2,2,13,23,0,0.684341852208701
"811",1701,2010,3,1,20,34,0,0.684341852208701
"813",1701,2011,2,2,12,22,94.8859737972059,0.684341852208701
"814",1701,2011,3,2,21,28,94.8859737972059,0.684341852208701
"815",1701,2011,1,9,31,67,94.8859737972059,0.684341852208701
"816",1701,2012,3,0,10,15,93.7208802756425,0.684341852208701
"817",1701,2012,2,2,19,25,93.7208802756425,0.684341852208701
"818",1701,2012,1,4,34,54,93.7208802756425,0.684341852208701
"820",1701,2013,1,7,26,50,96.0706889596381,0.684341852208701
"822",1701,2013,2,4,22,34,96.0706889596381,0.684341852208701
"823",1701,2013,3,1,14,21,96.0706889596381,0.684341852208701
"824",1701,2014,2,2,10,19,89.9758674465367,0.684341852208701
"825",1701,2014,1,5,31,53,89.9758674465367,0.684341852208701
"827",1701,2014,3,2,13,19,89.9758674465367,0.684341852208701
"829",1701,2015,3,2,16,22,92.1216248664726,0.684341852208701
"830",1701,2015,2,1,19,23,92.1216248664726,0.684341852208701
"831",1701,2015,1,2,25,38,92.1216248664726,0.684341852208701
"833",1702,2005,1,8,19,39,0,0.716205046242949
"834",1702,2005,2,3,7,11,0,0.716205046242949
"835",1702,2005,3,2,12,17,0,0.716205046242949
"837",1702,2006,1,11,31,59,0,0.716205046242949
"838",1702,2006,2,2,8,11,0,0.716205046242949
"839",1702,2006,3,4,9,20,0,0.716205046242949
"841",1702,2007,1,7,16,32,0,0.716205046242949
"842",1702,2007,2,2,7,13,0,0.716205046242949
"843",1702,2007,3,4,14,24,0,0.716205046242949
"845",1702,2008,1,1,18,33,0,0.716205046242949
"846",1702,2008,2,3,11,17,0,0.716205046242949
"847",1702,2008,3,2,11,21,0,0.716205046242949
"849",1702,2009,1,11,23,50,0,0.716205046242949
"850",1702,2009,2,1,13,17,0,0.716205046242949
"851",1702,2009,3,4,7,13,0,0.716205046242949
"853",1702,2010,1,8,18,36,0,0.716205046242949
"854",1702,2010,2,1,10,13,0,0.716205046242949
"855",1702,2010,3,3,11,15,0,0.716205046242949
"856",1702,2011,1,8,34,57,97.8881623592807,0.716205046242949
"858",1702,2011,2,1,3,7,97.8881623592807,0.716205046242949
"859",1702,2011,3,2,10,20,97.8881623592807,0.716205046242949
"860",1702,2012,1,7,22,41,95.7069513751944,0.716205046242949
"861",1702,2012,3,1,12,19,95.7069513751944,0.716205046242949
"862",1702,2012,2,1,5,11,95.7069513751944,0.716205046242949
"864",1702,2013,3,0,11,13,94.9140989595756,0.716205046242949
"865",1702,2013,2,1,14,22,94.9140989595756,0.716205046242949
"866",1702,2013,1,4,27,38,94.9140989595756,0.716205046242949
"868",1702,2014,3,3,8,15,94.3446360362418,0.716205046242949
"869",1702,2014,1,2,17,26,94.3446360362418,0.716205046242949
"870",1702,2014,2,1,8,11,94.3446360362418,0.716205046242949
"873",1702,2015,2,2,8,13,99.7377013239627,0.716205046242949
"874",1702,2015,1,2,21,33,99.7377013239627,0.716205046242949
"875",1702,2015,3,1,5,6,99.7377013239627,0.716205046242949
"877",2101,2005,1,34,155,256,0,0.668148275393282
"878",2101,2005,2,7,62,96,0,0.668148275393282
"879",2101,2005,3,10,66,96,0,0.668148275393282
"881",2101,2006,1,31,134,228,0,0.668148275393282
"882",2101,2006,2,7,64,95,0,0.668148275393282
"883",2101,2006,3,6,65,94,0,0.668148275393282
"885",2101,2007,1,28,101,183,0,0.668148275393282
"886",2101,2007,2,8,56,91,0,0.668148275393282
"887",2101,2007,3,11,65,112,0,0.668148275393282
"889",2101,2008,1,23,97,168,0,0.668148275393282
"890",2101,2008,2,12,50,80,0,0.668148275393282
"891",2101,2008,3,9,59,92,0,0.668148275393282
"893",2101,2009,1,14,84,152,0,0.668148275393282
"894",2101,2009,2,11,43,87,0,0.668148275393282
"895",2101,2009,3,4,48,71,0,0.668148275393282
"897",2101,2010,1,10,88,134,0,0.668148275393282
"898",2101,2010,2,6,35,61,0,0.668148275393282
"899",2101,2010,3,8,49,77,0,0.668148275393282
"900",2101,2011,1,26,85,160,50.9018642428381,0.668148275393282
"901",2101,2011,3,12,55,93,50.9018642428381,0.668148275393282
"903",2101,2011,2,8,25,47,50.9018642428381,0.668148275393282
"904",2101,2012,3,4,44,67,77.0864125880158,0.668148275393282
"905",2101,2012,1,13,62,125,77.0864125880158,0.668148275393282
"907",2101,2012,2,1,29,40,77.0864125880158,0.668148275393282
"909",2101,2013,3,4,36,61,80.176074339844,0.668148275393282
"910",2101,2013,1,20,76,141,80.176074339844,0.668148275393282
"911",2101,2013,2,6,38,52,80.176074339844,0.668148275393282
"912",2101,2014,1,17,76,137,74.1449197107393,0.668148275393282
"914",2101,2014,3,5,43,65,74.1449197107393,0.668148275393282
"915",2101,2014,2,7,33,55,74.1449197107393,0.668148275393282
"916",2101,2015,1,14,84,144,80.1976410337595,0.668148275393282
"918",2101,2015,2,9,24,48,80.1976410337595,0.668148275393282
"919",2101,2015,3,3,41,57,80.1976410337595,0.668148275393282
"921",2102,2005,1,21,107,198,0,0.610947664223731
"922",2102,2005,2,3,45,64,0,0.610947664223731
"923",2102,2005,3,4,46,64,0,0.610947664223731
"925",2102,2006,1,22,113,174,0,0.610947664223731
"926",2102,2006,2,3,35,55,0,0.610947664223731
"927",2102,2006,3,3,35,52,0,0.610947664223731
"929",2102,2007,1,21,73,139,0,0.610947664223731
"930",2102,2007,2,5,23,45,0,0.610947664223731
"931",2102,2007,3,6,40,61,0,0.610947664223731
"933",2102,2008,1,19,79,132,0,0.610947664223731
"934",2102,2008,2,1,29,45,0,0.610947664223731
"935",2102,2008,3,6,28,51,0,0.610947664223731
"937",2102,2009,1,17,70,125,0,0.610947664223731
"938",2102,2009,2,6,30,49,0,0.610947664223731
"939",2102,2009,3,2,35,52,0,0.610947664223731
"941",2102,2010,1,16,54,97,0,0.610947664223731
"942",2102,2010,2,5,19,41,0,0.610947664223731
"943",2102,2010,3,5,31,46,0,0.610947664223731
"945",2102,2011,2,3,24,35,64.0478096187826,0.610947664223731
"946",2102,2011,3,5,37,51,64.0478096187826,0.610947664223731
"947",2102,2011,1,20,52,95,64.0478096187826,0.610947664223731
"948",2102,2012,1,19,41,93,77.2828414310803,0.610947664223731
"950",2102,2012,3,4,32,52,77.2828414310803,0.610947664223731
"951",2102,2012,2,6,22,37,77.2828414310803,0.610947664223731
"952",2102,2013,1,15,65,104,92.9216684058687,0.610947664223731
"953",2102,2013,3,4,29,43,92.9216684058687,0.610947664223731
"954",2102,2013,2,5,20,38,92.9216684058687,0.610947664223731
"956",2102,2014,2,5,13,23,86.9080394685894,0.610947664223731
"957",2102,2014,3,5,32,52,86.9080394685894,0.610947664223731
"959",2102,2014,1,16,54,89,86.9080394685894,0.610947664223731
"960",2102,2015,1,4,51,76,90.1376203824186,0.610947664223731
"962",2102,2015,3,8,25,49,90.1376203824186,0.610947664223731
"963",2102,2015,2,3,24,33,90.1376203824186,0.610947664223731
"965",2103,2005,1,17,70,118,0,0.589814886968802
"966",2103,2005,2,3,20,36,0,0.589814886968802
"967",2103,2005,3,0,14,26,0,0.589814886968802
"969",2103,2006,1,14,69,104,0,0.589814886968802
"970",2103,2006,2,3,21,29,0,0.589814886968802
"971",2103,2006,3,4,16,32,0,0.589814886968802
"973",2103,2007,1,17,47,97,0,0.589814886968802
"974",2103,2007,2,5,18,32,0,0.589814886968802
"975",2103,2007,3,1,18,32,0,0.589814886968802
"977",2103,2008,1,15,49,91,0,0.589814886968802
"978",2103,2008,2,1,31,45,0,0.589814886968802
"979",2103,2008,3,2,18,24,0,0.589814886968802
"981",2103,2009,1,6,34,67,0,0.589814886968802
"982",2103,2009,2,2,8,16,0,0.589814886968802
"983",2103,2009,3,1,17,23,0,0.589814886968802
"985",2103,2010,1,10,30,51,0,0.589814886968802
"986",2103,2010,2,6,14,29,0,0.589814886968802
"987",2103,2010,3,2,25,33,0,0.589814886968802
"988",2103,2011,3,2,20,33,45.4111126908254,0.589814886968802
"990",2103,2011,2,5,18,30,45.4111126908254,0.589814886968802
"991",2103,2011,1,8,28,51,45.4111126908254,0.589814886968802
"992",2103,2012,1,12,33,60,80.9513423155064,0.589814886968802
"993",2103,2012,3,2,16,28,80.9513423155064,0.589814886968802
"994",2103,2012,2,4,10,18,80.9513423155064,0.589814886968802
"996",2103,2013,3,3,22,37,98.3118545868912,0.589814886968802
"997",2103,2013,1,10,27,56,98.3118545868912,0.589814886968802
"998",2103,2013,2,0,23,36,98.3118545868912,0.589814886968802
"1001",2103,2014,1,13,35,66,89.6358764172503,0.589814886968802
"1002",2103,2014,3,5,18,32,89.6358764172503,0.589814886968802
"1003",2103,2014,2,5,14,27,89.6358764172503,0.589814886968802
"1005",2103,2015,3,2,11,19,90.6225063582031,0.589814886968802
"1006",2103,2015,2,1,14,20,90.6225063582031,0.589814886968802
"1007",2103,2015,1,8,27,51,90.6225063582031,0.589814886968802
"1009",2104,2005,1,20,97,154,0,0.582541290568552
"1010",2104,2005,2,2,38,49,0,0.582541290568552
"1011",2104,2005,3,5,33,48,0,0.582541290568552
"1013",2104,2006,1,11,75,120,0,0.582541290568552
"1014",2104,2006,2,4,33,54,0,0.582541290568552
"1015",2104,2006,3,4,38,49,0,0.582541290568552
"1017",2104,2007,1,23,65,126,0,0.582541290568552
"1018",2104,2007,2,7,22,37,0,0.582541290568552
"1019",2104,2007,3,7,30,53,0,0.582541290568552
"1021",2104,2008,1,17,49,95,0,0.582541290568552
"1022",2104,2008,2,3,31,40,0,0.582541290568552
"1023",2104,2008,3,6,33,50,0,0.582541290568552
"1025",2104,2009,1,12,42,85,0,0.582541290568552
"1026",2104,2009,2,5,12,30,0,0.582541290568552
"1027",2104,2009,3,2,24,42,0,0.582541290568552
"1029",2104,2010,1,8,56,80,0,0.582541290568552
"1030",2104,2010,2,4,23,36,0,0.582541290568552
"1031",2104,2010,3,4,27,39,0,0.582541290568552
"1032",2104,2011,3,6,26,39,41.691158961032,0.582541290568552
"1033",2104,2011,1,20,46,89,41.691158961032,0.582541290568552
"1034",2104,2011,2,3,20,34,41.691158961032,0.582541290568552
"1036",2104,2012,3,5,25,39,74.4164269400014,0.582541290568552
"1037",2104,2012,2,4,11,20,74.4164269400014,0.582541290568552
"1038",2104,2012,1,11,34,68,74.4164269400014,0.582541290568552
"1041",2104,2013,2,3,17,27,85.7429108703171,0.582541290568552
"1042",2104,2013,3,2,22,35,85.7429108703171,0.582541290568552
"1043",2104,2013,1,14,32,71,85.7429108703171,0.582541290568552
"1044",2104,2014,3,3,13,26,83.1936212439408,0.582541290568552
"1045",2104,2014,1,14,28,64,83.1936212439408,0.582541290568552
"1047",2104,2014,2,2,10,23,83.1936212439408,0.582541290568552
"1048",2104,2015,2,3,8,19,77.8346776407976,0.582541290568552
"1050",2104,2015,1,8,31,57,77.8346776407976,0.582541290568552
"1051",2104,2015,3,3,12,18,77.8346776407976,0.582541290568552
"1053",2105,2005,1,9,15,33,0,0.638778145078965
"1054",2105,2005,2,0,6,8,0,0.638778145078965
"1055",2105,2005,3,3,13,17,0,0.638778145078965
"1057",2105,2006,1,13,18,35,0,0.638778145078965
"1058",2105,2006,2,0,9,15,0,0.638778145078965
"1059",2105,2006,3,2,5,8,0,0.638778145078965
"1061",2105,2007,1,6,19,31,0,0.638778145078965
"1062",2105,2007,2,2,5,12,0,0.638778145078965
"1063",2105,2007,3,1,3,8,0,0.638778145078965
"1065",2105,2008,1,3,13,26,0,0.638778145078965
"1066",2105,2008,2,2,6,12,0,0.638778145078965
"1067",2105,2008,3,1,6,10,0,0.638778145078965
"1069",2105,2009,1,11,7,29,0,0.638778145078965
"1070",2105,2009,2,1,6,9,0,0.638778145078965
"1071",2105,2009,3,2,8,11,0,0.638778145078965
"1073",2105,2010,1,4,13,24,0,0.638778145078965
"1074",2105,2010,2,1,15,20,0,0.638778145078965
"1075",2105,2010,3,2,5,11,0,0.638778145078965
"1076",2105,2011,2,0,5,7,63.6946421065274,0.638778145078965
"1077",2105,2011,3,1,5,8,63.6946421065274,0.638778145078965
"1079",2105,2011,1,3,10,15,63.6946421065274,0.638778145078965
"1080",2105,2012,2,1,4,7,86.2655786645049,0.638778145078965
"1081",2105,2012,1,2,13,24,86.2655786645049,0.638778145078965
"1083",2105,2012,3,0,5,8,86.2655786645049,0.638778145078965
"1084",2105,2013,2,0,1,3,95.4880486398847,0.638778145078965
"1086",2105,2013,1,6,11,22,95.4880486398847,0.638778145078965
"1087",2105,2013,3,1,4,7,95.4880486398847,0.638778145078965
"1088",2105,2014,2,0,6,6,102.870063141776,0.638778145078965
"1089",2105,2014,1,1,14,21,102.870063141776,0.638778145078965
"1090",2105,2014,3,1,7,10,102.870063141776,0.638778145078965
"1092",2105,2015,1,2,14,22,102.734121839909,0.638778145078965
"1093",2105,2015,2,1,5,8,102.734121839909,0.638778145078965
"1094",2105,2015,3,0,3,5,102.734121839909,0.638778145078965
"1097",2201,2005,1,7,39,62,0,0.5928309183544
"1098",2201,2005,2,3,13,17,0,0.5928309183544
"1099",2201,2005,3,4,11,20,0,0.5928309183544
"1101",2201,2006,1,5,29,41,0,0.5928309183544
"1102",2201,2006,2,3,16,24,0,0.5928309183544
"1103",2201,2006,3,0,10,13,0,0.5928309183544
"1105",2201,2007,1,2,36,52,0,0.5928309183544
"1106",2201,2007,2,1,17,20,0,0.5928309183544
"1107",2201,2007,3,1,19,26,0,0.5928309183544
"1109",2201,2008,1,2,26,48,0,0.5928309183544
"1110",2201,2008,2,3,10,15,0,0.5928309183544
"1111",2201,2008,3,4,8,24,0,0.5928309183544
"1113",2201,2009,1,4,18,29,0,0.5928309183544
"1114",2201,2009,2,0,12,14,0,0.5928309183544
"1115",2201,2009,3,2,9,15,0,0.5928309183544
"1117",2201,2010,1,4,24,37,0,0.5928309183544
"1118",2201,2010,2,1,7,10,0,0.5928309183544
"1119",2201,2010,3,1,7,17,0,0.5928309183544
"1120",2201,2011,3,2,12,19,69.4561964196453,0.5928309183544
